habitaciones;baños;parqueaderos;area_construida;area_privada;estrato;estado;antiguedad;administracion;precio_m2;Ascensor;Circuito cerrado de TV;Parqueadero Visitantes;Portería / Recepción;Zonas Verdes;Salón Comunal;Balcón;Barra estilo americano;Calentador;Chimenea;Citófono;Cocina Integral;Terraza;Vigilancia;Parques cercanos;Estudio;Patio;Depósito / Bodega;nombre;ubicacion;precio
3;2;0;52,00;52,00;3;Excelente;9 a 15 años;No definida;3.269.230,77;0;0;0;1;1;0;0;0;1;0;0;1;0;1;1;1;0;0;Apartamento;Suba Compartir;170000000,00
2;1;0;49,00;45,00;3;Excelente;No definida;96.000;3.836.734,69;0;0;1;1;1;1;0;0;0;0;0;1;0;1;1;1;0;0;Apartamento;Bochica;188000000,00
4;4;3;215,00;187,00;5;Excelente;más de 30 años;No definida;4.418.604,65;0;0;0;0;1;0;0;0;1;1;0;1;0;1;0;0;0;1;Casa;Pontevedra;950000000,00
3;2;1;72,00;0,00;3;Excelente;1 a 8 años;214.500;3.833.333,33;1;1;1;1;0;1;1;0;0;0;0;1;0;1;0;0;0;1;Apartamento;Antonio Granados;276000000,00
4;4;2;200,00;195,00;5;Excelente;más de 30 años;590.000;4.250.000;0;1;0;0;1;0;0;0;1;1;1;1;0;1;0;0;0;0;Casa;Niza Cordoba;850000000,00
3;6;2;250,00;250,00;3;Bueno;más de 30 años;10;2.680.000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Casa;Las ferias;670000000,00
3;3;3;124,00;124,00;6;No definida;16 a 30 años;550.000;6.854.838,71;1;0;1;1;0;0;1;1;1;1;1;0;1;1;0;0;0;0;Apartamento;Chicó;850000000,00
3;3;2;118,00;118,00;5;No definida;9 a 15 años;337.000;5.000.000;1;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Cedro Golf;590000000,00
3;3;3;174,00;174,00;6;No definida;16 a 30 años;1.000.000;6.867.816,09;1;1;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;Apartamento;Chicó;1195000000,00
3;3;2;134,00;107,00;5;Excelente;9 a 15 años;520.000;5.417.910,45;1;1;0;0;0;0;1;0;1;1;1;1;0;0;0;0;0;0;Apartamento;Colina Campestre;726000000,00
1;1;1;40,00;40,00;5;No definida;1 a 8 años;541.000;8.375.000;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;Apartamento;Rincón del Chicó;335000000,00
2;1;1;50,00;50,00;3;Excelente;No definida;130.000;3.220.000;0;0;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;0;Apartamento;Sabana De Tibabuyes;161000000,00
4;4;3;298,02;0,00;6;Excelente;16 a 30 años;No definida;5.902.302,44;1;1;0;1;0;1;1;0;0;0;1;1;0;0;0;0;0;1;Apartamento;Usaquén;1759004172,00
3;3;2;112,00;112,00;5;Excelente;9 a 15 años;386.000;4.553.571,43;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;1;0;1;Apartamento;Colina Campestre;510000000,00
3;3;2;135,00;135,00;4;Bueno;16 a 30 años;No definida;3.555.555,56;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;1;Casa;Cedritos;480000000,00
3;3;3;195,00;195,00;5;No definida;9 a 15 años;1.300.000;7.076.923,08;1;0;0;0;0;0;1;0;0;1;1;1;1;0;0;0;0;0;Apartamento;santa BARBARA;1380000000,00
3;2;1;81,63;0,00;4;No definida;No definida;300.000;7.472.742,86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Salitre Oriental;610000000,00
2;2;2;118,00;0,00;6;Bueno;más de 30 años;666.100;4.915.254,24;1;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;Apartamento;Chico norte;580000000,00
2;2;2;72,00;72,00;4;No definida;1 a 8 años;320.000;5.069.444,44;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Apartamento;Cedritos;365000000,00
3;3;2;114,00;114,00;5;No definida;1 a 8 años;318.000;4.824.561,40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;ipanema;550000000,00
3;1;1;50,00;0,00;4;Excelente;16 a 30 años;170.000;5.200.000;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;Apartamento;Colina Campestre;260000000,00
2;3;1;68,00;63,00;5;Excelente;1 a 8 años;350.000;6.176.470,59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Bella Suiza;420000000,00
3;2;3;90,00;90,00;4;Bueno;9 a 15 años;348.000;5.444.444,44;1;1;0;0;0;0;1;1;0;0;1;0;0;0;0;1;0;1;Apartamento;Mazurén;490000000,00
11;3;0;289,00;0,00;4;Bueno;más de 30 años;No definida;3.633.217,99;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;1;1;Casa;Sucre;1050000000,00
3;3;2;216,00;216,00;4;Bueno;más de 30 años;350.000;4.513.888,89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Casa;Las Margaritas;975000000,00
3;1;0;48,00;0,00;3;Excelente;No definida;93.000;3.750.000;0;0;1;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;Apartamento;Bochica;180000000,00
3;2;0;53,00;49,00;3;Excelente;1 a 8 años;180.000;4.075.471,70;1;1;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Madelena;216000000,00
3;1;0;52,00;52,00;3;Excelente;9 a 15 años;88.000;3.115.384,62;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;Apartamento;Suba Compartir;162000000,00
3;1;0;55,00;0,00;3;No definida;No definida;105.000;2.909.090,91;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Cundinamarca;160000000,00
3;2;1;57,00;57,00;4;Bueno;9 a 15 años;175.000;4.736.842,11;0;1;0;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;Apartamento;Hayuelos;270000000,00
4;4;2;176,00;176,00;5;Bueno;más de 30 años;600.000;5.113.636,36;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;Apartamento;EL CHICÓ;900000000,00
3;2;1;68,00;68,00;4;No definida;9 a 15 años;247.000;5.294.117,65;1;0;0;0;0;1;1;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Hayuelos;360000000,00
2;2;1;94,00;94,00;5;Excelente;más de 30 años;590.000;5.265.957,45;1;1;0;1;0;0;1;0;1;0;0;1;0;0;0;1;0;1;Apartamento;El Nogal;495000000,00
8;8;1;540,00;540,00;3;Excelente;más de 30 años;No definida;2.777.777,78;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;Casa;Primavera Occidental;1500000000,00
3;2;1;62,00;62,00;3;Bueno;16 a 30 años;180.000;5.483.870,97;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;Apartamento;Carlos Lleras;340000000,00
2;2;1;76,46;71,86;6;No definida;1 a 8 años;574.000;7.193.303,69;1;0;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;Apartamento;Chicó Navarra;550000000,00
5;3;0;452,00;0,00;4;Bueno;más de 30 años;No definida;3.318.584,07;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;1;1;Casa;Quinta Camacho;1500000000,00
3;4;5;482,00;482,00;6;Bueno;más de 30 años;3.926.000;11.410.788,38;1;0;1;0;0;0;1;0;0;0;0;1;1;0;0;1;0;1;Apartamento;La Cabrera;5500000000,00
3;2;1;95,00;84,00;4;No definida;9 a 15 años;320.000;5.000.000;1;1;0;0;0;0;1;0;1;0;0;1;0;0;0;1;0;0;Apartamento;Santa helena;475000000,00
3;2;1;82,00;0,00;4;Bueno;16 a 30 años;No definida;4.695.121,95;1;1;1;0;0;0;1;0;1;0;1;1;0;0;0;1;0;1;Apartamento;zona norte;385000000,00
3;4;2;242,50;242,50;6;No definida;No definida;1.490.000.000;7.628.865,98;1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;Apartamento;Los rosales;1850000000,00
4;4;2;158,00;158,00;5;Excelente;16 a 30 años;951.000;4.746.835,44;1;0;1;1;0;1;1;0;0;0;1;1;0;0;0;0;0;1;Apartamento;Pasadena;750000000,00
2;2;2;62,50;62,50;5;No definida;16 a 30 años;380.000;5.744.000;1;0;1;1;0;1;1;0;1;0;1;1;1;0;0;0;0;0;Apartamento;Batan;359000000,00
3;3;2;96,00;0,00;5;Excelente;1 a 8 años;320.000;6.979.166,67;1;1;0;1;0;0;1;0;0;1;1;0;0;1;0;0;0;1;Apartamento;San José de Bavaria;670000000,00
3;3;2;314,00;314,00;6;Bueno;más de 30 años;1.850.000;7.500.000;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;1;Apartamento;El Refugio;2355000000,00
2;2;1;60,00;60,00;4;Excelente;1 a 8 años;220.000;6.916.666,67;1;1;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;Apartamento;Cantalejo;415000000,00
3;3;2;152,00;152,00;6;Bueno;más de 30 años;852.000;5.592.105,26;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;CHICONAVARRA;850000000,00
3;3;2;174,00;0,00;5;Excelente;16 a 30 años;754.000;6.839.080,46;1;0;0;1;0;0;0;0;0;0;1;0;0;1;1;1;0;1;Apartamento;Usaquén;1190000000,00
4;4;0;172,00;172,00;5;Remodelado;16 a 30 años;1.000.000;7.267.441,86;0;1;0;0;0;1;1;0;1;1;1;1;0;1;0;0;0;0;Casa;Recodo Del Country;1250000000,00
2;1;0;46,00;0,00;2;Excelente;1 a 8 años;80.000;3.000.000;0;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;Apartamento;Bosa Porvenir;138000000,00
3;1;0;46,00;0,00;2;Excelente;9 a 15 años;95.000;3.195.652,17;0;0;0;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;Apartamento;Galicia;147000000,00
3;3;1;97,00;0,00;3;Excelente;16 a 30 años;No definida;4.020.618,56;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;Apartamento;Floralia;390000000,00
3;4;2;137,00;137,00;5;Bueno;9 a 15 años;780.000;6.350.364,96;1;1;1;1;0;0;1;0;1;1;1;1;0;0;0;0;0;0;Apartamento;Santa Paula;870000000,00
4;4;2;230,00;183,00;6;Remodelado;16 a 30 años;880.000;4.304.347,83;1;1;1;1;0;0;1;0;1;1;1;1;1;0;0;0;0;0;Apartamento;Santa Bárbara Central;990000000,00
3;4;2;100,00;100,00;6;Excelente;9 a 15 años;650.000;6.150.000;0;0;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;1;Apartamento;Santa Bárbara;615000000,00
2;2;2;97,00;97,00;6;Excelente;9 a 15 años;No definida;8.762.886,60;1;0;0;1;0;1;1;0;0;0;1;1;1;0;0;0;0;1;Apartamento;Santa Ana Oriental;850000000,00
2;2;2;84,81;84,81;6;No definida;más de 30 años;699.900;5.749.322,01;1;0;0;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;Apartamento;Multicentro;487600000,00
3;5;3;250,00;245,00;6;Excelente;9 a 15 años;1.100.000;9.200.000;1;1;0;1;0;1;1;0;0;1;1;1;0;0;0;0;0;0;Apartamento;Chicó;2300000000,00
5;5;1;320,00;0,00;5;Bueno;No definida;No definida;5.937.500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;San Jose de Bavaria;1900000000,00
3;3;2;124,00;0,00;5;Excelente;9 a 15 años;707.000;7.258.064,52;1;0;0;0;0;0;0;1;0;1;0;0;0;1;1;1;1;1;Apartamento;Santa Bárbara;900000000,00
3;1;0;49,00;0,00;2;Excelente;1 a 8 años;91.000;3.326.530,61;0;0;1;1;1;0;0;0;1;0;0;1;0;1;0;0;0;0;Apartamento;Bosa;163000000,00
2;1;0;39,00;0,00;2;Excelente;9 a 15 años;42.000;3.179.487,18;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;Casa;Bosa El Recreo;124000000,00
2;2;1;71,11;0,00;5;No definida;más de 30 años;606.000;6.820.514,98;1;0;1;1;0;1;1;0;1;0;1;0;0;0;0;0;0;0;Apartamento;Centro Comercial Andino;485000000,00
2;1;0;39,00;0,00;3;Excelente;1 a 8 años;102.000;3.846.153,85;1;0;1;1;1;1;0;0;1;0;0;1;0;1;0;0;0;0;Apartamento;Villa del Río;150000000,00
5;4;3;190,00;172,00;4;Bueno;más de 30 años;130.000;4.184.210,53;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;Casa;La Floresta;795000000,00
3;5;3;303,00;301,00;6;Remodelado;16 a 30 años;1.800.000;7.029.702,97;1;1;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;Apartamento;Los Rosales;2130000000,00
2;1;1;56,00;0,00;3;No definida;16 a 30 años;208.000;3.750.000;0;1;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;Apartamento;Maranta iii sector;210000000,00
2;3;2;136,00;136,00;6;Bueno;más de 30 años;900.000;3.823.529,41;1;1;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;Apartamento;SANTA BARBARA ORIENTAL;520000000,00
3;2;1;89,00;0,00;4;No definida;16 a 30 años;350.000;4.943.820,22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Belalcazar;440000000,00
3;4;3;250,00;250,00;6;No definida;más de 30 años;570.000;7.000.000;0;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Casa;Cedritos;1750000000,00
3;2;1;81,63;0,00;4;No definida;No definida;300.000;7.472.742,86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Salitre Oriental;610000000,00
3;5;3;326,00;326,00;6;Excelente;16 a 30 años;1.300.000;10.736.196,32;1;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;Apartamento;Los Rosales;3500000000,00
4;6;2;300,00;300,00;6;Bueno;16 a 30 años;2.387.000;11.333.333,33;1;1;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0;Apartamento;El Refugio;3400000000,00
4;6;2;300,00;300,00;6;Excelente;16 a 30 años;2.387.000;11.333.333,33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;El Refugio;3400000000,00
3;3;2;131,00;131,00;6;Bueno;16 a 30 años;720.000;6.832.061,07;1;1;1;0;0;1;1;0;0;0;1;0;0;0;0;1;0;1;Apartamento;Chicó;895000000,00
3;5;3;302,00;302,00;6;Excelente;16 a 30 años;1.200.000;7.119.205,30;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;Apartamento;Los Rosales;2150000000,00
3;4;2;147,00;0,00;4;No definida;menor a 1 año;570.000;8.129.251,70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Ciudad Alsacia;1195000000,00
2;4;2;125,00;125,00;6;Bueno;16 a 30 años;550.000;4.640.000;1;1;1;1;0;0;0;0;0;1;1;1;0;0;0;0;0;1;Apartamento;Calleja Baja;580000000,00
3;4;2;191,00;191,00;6;Excelente;más de 30 años;1.190.000;6.020.942,41;1;0;0;0;1;0;1;0;0;1;1;0;0;0;1;1;0;1;Apartamento;La Carolina;1150000000,00
2;1;0;43,00;0,00;2;Excelente;9 a 15 años;57.200;2.604.651,16;0;0;0;1;1;1;0;0;1;0;0;1;0;1;1;0;0;0;Apartamento;El Porvenir;112000000,00
4;5;3;206,00;206,00;6;Bueno;No definida;1.500.000;6.310.679,61;1;1;0;0;0;0;1;0;1;1;1;1;0;0;0;0;0;0;Apartamento;Santa Paula;1300000000,00
4;6;4;375,00;375,00;6;Excelente;9 a 15 años;2.350.000;10.666.666,67;1;1;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;Apartamento;Los Rosales;4000000000,00
3;3;2;100,00;0,00;4;Excelente;1 a 8 años;No definida;6.290.000;1;1;1;1;0;0;1;0;1;1;1;1;0;0;0;0;0;0;Apartamento;Santa helena;629000000,00
3;4;3;208,00;194,00;6;Bueno;16 a 30 años;960.000;6.250.000;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;Apartamento;Bosques De La Cañada;1300000000,00
4;5;4;300,00;300,00;6;Excelente;9 a 15 años;2.100.000;13.333.333,33;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;Apartamento;Los Rosales;4000000000,00
3;4;2;145,00;0,00;5;Excelente;1 a 8 años;741.000;7.241.379,31;1;1;1;1;0;1;0;1;0;1;1;0;1;0;0;0;0;0;Apartamento;Bella Suiza;1050000000,00
3;1;0;54,00;54,00;3;Excelente;más de 30 años;No definida;2.925.925,93;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;Apartamento;Suba Compartir;158000000,00
2;4;1;143,00;143,00;6;Excelente;16 a 30 años;900.000;5.244.755,24;1;1;0;1;0;0;0;1;1;1;1;1;0;1;0;0;0;0;Apartamento;Chicó Reservado;750000000,00
3;5;2;205,00;205,00;6;Excelente;16 a 30 años;1.600.000;7.658.536,59;1;1;1;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;Apartamento;Chicó Reservado;1570000000,00
3;4;2;165,36;165,00;6;Excelente;más de 30 años;950.000;4.172.714,08;1;0;0;1;0;0;0;0;1;1;1;1;0;1;0;1;0;0;Apartamento;Santa Bárbara Central;690000000,00
3;4;2;127,00;0,00;6;Excelente;16 a 30 años;777.000;6.889.763,78;1;1;1;1;0;0;1;0;0;1;1;1;0;0;0;0;0;1;Apartamento;Santa bibiana;875000000,00
3;5;3;220,00;220,00;6;Excelente;16 a 30 años;987.000;8.500.000;1;1;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;Apartamento;Los Rosales;1870000000,00
4;6;4;436,00;436,00;6;Excelente;16 a 30 años;1.700.000;8.027.522,94;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;Apartamento;Los Rosales;3500000000,00
3;3;2;155,00;155,00;5;Excelente;9 a 15 años;615.000;7.425.806,45;1;1;1;1;0;1;1;0;1;1;1;1;0;0;0;0;0;0;Apartamento;Nuevo Campin;1151000000,00
4;6;4;370,00;370,00;6;Excelente;16 a 30 años;1.700.000;10.729.729,73;1;1;1;1;0;1;1;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Chicó;3970000000,00
4;3;3;300,00;300,00;4;Bueno;más de 30 años;No definida;2.966.666,67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;Salitre Greco;890000000,00
3;4;3;208,00;208,00;6;Excelente;1 a 8 años;1.780.000;9.375.000;1;1;1;1;0;0;1;0;0;1;1;0;0;1;0;0;0;0;Apartamento;Chicó;1950000000,00
2;2;0;47,00;0,00;2;Bueno;16 a 30 años;60.000;2.978.723,40;0;1;1;0;1;1;0;0;0;0;0;1;0;1;0;1;0;0;Casa;Ciudad Tintal;140000000,00
3;1;0;43,86;0,00;2;No definida;9 a 15 años;77.000;3.419.972,64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;El ensueno;150000000,00
3;1;0;42,00;42,00;2;Excelente;9 a 15 años;57.000;2.666.666,67;0;0;1;1;0;1;0;1;1;0;0;1;0;1;0;0;0;0;Apartamento;Usme;112000000,00
3;2;0;72,00;0,00;3;No definida;16 a 30 años;89.000;2.500.000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;Fontanar del río;180000000,00
3;3;2;133,00;133,00;6;Excelente;1 a 8 años;850.000;9.774.436,09;1;1;0;1;0;1;1;0;0;0;1;0;0;1;0;0;0;0;Apartamento;Chicó Alto;1300000000,00
4;3;1;292,00;0,00;4;Excelente;más de 30 años;No definida;3.253.424,66;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;1;1;1;Casa;San Nicolas;950000000,00
4;3;3;300,00;300,00;4;Bueno;más de 30 años;No definida;2.966.666,67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;Salitre Greco;890000000,00
3;5;2;205,00;205,00;6;Excelente;16 a 30 años;1.600.000;7.658.536,59;1;1;1;1;0;1;1;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Chicó;1570000000,00
4;4;2;150,00;150,00;6;Excelente;16 a 30 años;950.000;7.333.333,33;1;1;0;1;0;0;0;0;1;1;1;1;1;1;0;0;0;0;Apartamento;Santa Bárbara Central;1100000000,00
3;4;2;130,00;130,00;6;Bueno;más de 30 años;780.000;5.538.461,54;1;1;0;1;0;1;0;1;1;1;1;1;0;1;0;0;0;0;Apartamento;La Carolina;720000000,00
4;2;0;157,00;145,00;3;Bueno;16 a 30 años;No definida;2.866.242,04;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;Casa;Belen Fontibón;450000000,00
3;2;0;40,00;0,00;2;Bueno;más de 30 años;No definida;4.749.999,98;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;Casa;Marruecos;189999999,00
3;3;2;175,00;175,00;5;Bueno;16 a 30 años;1.020.000;6.285.714,29;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;1;0;0;Apartamento;Antiguo Country;1100000000,00
3;2;1;80,00;0,00;4;Excelente;9 a 15 años;235.000;4.375.000;1;1;1;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;Apartamento;Nueva Castilla;350000000,00
3;4;2;222,00;213,00;6;Excelente;16 a 30 años;976.000;5.810.810,81;1;1;0;1;0;0;0;0;0;1;1;1;0;1;0;0;0;1;Apartamento;Los Rosales;1290000000,00
4;4;1;370,00;223,00;1;Excelente;16 a 30 años;No definida;5.000.000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;Casa;Quinta Camacho;1850000000,00
2;4;2;140,00;140,00;6;Excelente;16 a 30 años;1.100.000;6.000.000;1;1;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0;Apartamento;Los Rosales;840000000,00
3;4;1;185,00;185,00;6;Excelente;16 a 30 años;966.000;7.297.297,30;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;Apartamento;El Retiro;1350000000,00
3;2;1;73,00;67,00;3;Excelente;9 a 15 años;186.000;4.794.520,55;0;1;0;0;1;0;1;1;1;0;1;0;1;0;0;0;0;0;Apartamento;San joaquin;350000000,00
4;5;3;265,00;255,00;6;Excelente;16 a 30 años;1.178.000;6.226.415,09;1;1;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;Apartamento;Santa Paula;1650000000,00
3;3;2;146,00;146,00;6;Bueno;16 a 30 años;1.187.000;5.684.931,51;1;0;1;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;Apartamento;Chicó;830000000,00
2;2;2;89,00;81,00;6;Excelente;16 a 30 años;560.000;6.404.494,38;1;1;0;0;0;0;1;0;1;1;1;1;0;0;0;0;0;1;Apartamento;Santa Paula;570000000,00
3;2;1;82,00;82,00;4;Bueno;más de 30 años;500.000;7.317.073,17;1;1;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;Apartamento;Granada;600000000,00
2;2;1;59,00;0,00;3;Excelente;1 a 8 años;261.000;4.525.423,73;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;Apartamento;Britalia;267000000,00
3;5;2;205,00;205,00;6;Excelente;16 a 30 años;1.600.000;7.658.536,59;1;1;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;Apartamento;Chicó Reservado;1570000000,00
3;4;2;165,36;165,00;6;Excelente;más de 30 años;950.000;4.172.714,08;1;0;0;1;0;0;0;0;1;1;1;1;0;1;0;1;0;0;Apartamento;Santa Bárbara Central;690000000,00
3;6;3;390,00;390,00;6;Bueno;9 a 15 años;1.700.000;8.974.358,97;0;1;0;0;0;0;1;0;1;1;1;1;0;0;0;0;0;0;Casa;Sotileza;3500000000,00
3;2;0;106,00;106,00;3;Excelente;16 a 30 años;No definida;1.981.132,08;0;0;0;0;1;1;0;0;1;0;0;1;1;1;0;0;1;0;Casa;Costa Azul;210000000,00
5;7;5;382,00;364,00;6;Excelente;16 a 30 años;3.300.000;11.701.570,68;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Chicó;4470000000,00
3;5;2;247,00;247,00;6;Excelente;más de 30 años;1.250.000;6.275.303,64;1;1;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;Apartamento;El Nogal;1550000000,00
2;3;2;77,37;73,00;6;Excelente;1 a 8 años;700.000;9.021.584,59;1;1;1;1;0;0;1;1;1;1;1;0;1;0;0;0;0;0;Apartamento;San Patricio;698000000,00
2;1;0;42,00;38,00;2;No definida;9 a 15 años;67.000;3.333.333,33;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;Apartamento;India catalina;140000000,00
3;4;3;250,00;250,00;6;No definida;más de 30 años;570.000;7.000.000;0;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Casa;Cedritos;1750000000,00
3;3;2;97,00;0,00;5;No definida;1 a 8 años;430.000;6.494.845,36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Cantalejo;630000000,00
2;2;1;79,00;0,00;4;No definida;más de 30 años;404.000;4.177.215,19;0;1;0;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;Apartamento;Los Cedros Oriental;330000000,00
3;4;3;195,00;195,00;6;Bueno;más de 30 años;800.000;7.948.717,95;1;0;1;1;0;1;0;0;1;1;1;1;0;1;0;0;0;0;Apartamento;Chapinero Alto;1550000000,00
3;2;1;81,00;0,00;5;No definida;más de 30 años;525.000;5.555.555,56;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Apartamento;Recodo Del Country;450000000,00
3;2;1;64,00;0,00;3;No definida;1 a 8 años;175.000;4.625.000;0;0;0;1;1;1;1;0;1;0;0;1;0;1;0;0;0;0;Apartamento;Tibabuyes;296000000,00
3;2;2;126,00;126,00;5;No definida;16 a 30 años;555.000;4.206.349,21;1;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Gratamira;530000000,00
1;1;1;32,83;30,00;6;Excelente;9 a 15 años;310.000;8.224.185,20;1;0;1;1;0;1;1;1;1;0;1;0;0;1;0;0;0;1;Apartamento;San Patricio;270000000,00
1;1;0;34,00;0,00;3;No definida;1 a 8 años;75.000;3.676.470,59;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Apartamento;Rafael Uribe;125000000,00
3;2;2;91,00;0,00;6;No definida;16 a 30 años;573.000;5.824.175,82;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;Apartamento;Sotileza;530000000,00
3;3;1;177,00;177,00;5;No definida;No definida;977.000;6.779.661,02;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Antiguo Country;1200000000,00
2;3;2;134,00;0,00;6;No definida;1 a 8 años;1.260.000;7.761.194,03;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;Apartamento;Santa Bárbara;1040000000,00
3;2;1;88,00;88,00;4;No definida;9 a 15 años;327.000;5.681.818,18;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Suba;500000000,00
3;3;2;160,00;0,00;6;No definida;16 a 30 años;810.000;6.125.000;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;Apartamento;Chicó Norte;980000000,00
3;3;3;107,00;107,00;5;Excelente;16 a 30 años;708.000;5.859.813,08;1;1;1;1;0;1;1;1;1;1;1;0;0;0;0;0;0;0;Apartamento;Santa barbara occidental;627000000,00
