habitaciones;baños;parqueaderos;area_construida;area_privada;estrato;estado;antiguedad;administracion;precio_m2;Ascensor;Circuito cerrado de TV;Parqueadero Visitantes;Portería / Recepción;Zonas Verdes;Salón Comunal;Balcón;Barra estilo americano;Calentador;Chimenea;Citófono;Cocina Integral;Terraza;Vigilancia;Parques cercanos;Estudio;Patio;Depósito / Bodega;nombre;ubicacion;precio
4;5;4;250,00;249,00;5;No definida;más de 30 años;973.000;6.800.000;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;Casa;Gratamira;1700000000,00
2;1;0;43,00;38,00;2;No definida;1 a 8 años;110.000;3.465.116,28;1;0;0;1;0;0;0;0;0;0;1;1;0;1;0;1;0;0;Apartamento;Suba;149000000,00
2;2;2;96,00;96,00;6;Bueno;1 a 8 años;450.000;7.291.666,67;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;1;0;1;Apartamento;San Patricio;700000000,00
4;2;0;65,00;60,00;3;No definida;9 a 15 años;80.000;2.738.461,54;0;0;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;Casa;Suba Compartir;178000000,00
4;3;2;96,00;52,00;3;No definida;No definida;No definida;5.000.000;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;Casa;Tabora;480000000,00
3;2;2;87,00;0,00;5;Excelente;1 a 8 años;390.000;6.034.482,76;1;1;1;0;0;0;1;0;1;0;1;1;0;0;0;0;0;1;Apartamento;Centro Comercial Paseo San Rafael;525000000,00
3;2;0;50,00;50,00;3;No definida;16 a 30 años;150.000;4.500.000;1;1;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;Apartamento;Hipodromo de techo et. ii;225000000,00
4;2;0;100,00;100,00;3;Excelente;más de 30 años;No definida;3.900.000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;Zona Noroccidente;390000000,00
3;2;1;65,00;63,00;3;No definida;9 a 15 años;60.000;3.692.307,69;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1;Apartamento;Villemar;240000000,00
9;4;0;315,00;0,00;3;Excelente;No definida;No definida;2.063.492,06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;Casa;Paris gaitan;650000000,00
3;2;0;60,00;60,00;3;Bueno;1 a 8 años;No definida;3.491.666,67;1;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;Apartamento;Salitre;209500000,00
2;2;1;67,00;67,00;4;Bueno;16 a 30 años;405.000;4.626.865,67;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;1;Apartamento;Victoria Norte;310000000,00
3;3;3;143,00;132,00;5;Bueno;16 a 30 años;722.000;6.293.706,29;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;1;Apartamento;Lisboa;900000000,00
2;3;1;76,00;76,00;5;Bueno;9 a 15 años;374.400;5.592.105,26;1;0;1;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;Apartamento;Cedritos;425000000,00
4;3;1;155,00;159,00;4;No definida;más de 30 años;50.000;3.870.967,74;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;Apartamento;Belalcazar;600000000,00
3;2;1;47,00;47,00;3;Bueno;16 a 30 años;133.000;4.404.255,32;0;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;El Pino;207000000,00
2;1;0;45,00;45,00;3;Bueno;1 a 8 años;No definida;4.222.222,22;1;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Tintalá;190000000,00
3;2;0;53,00;53,00;3;Bueno;9 a 15 años;173.400;3.679.245,28;0;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Suba Urbano;195000000,00
3;2;2;101,00;101,00;4;No definida;16 a 30 años;331.000;4.435.643,56;1;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Cedritos;448000000,00
3;2;1;77,00;72,00;4;Bueno;16 a 30 años;241.000;4.285.714,29;1;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;Apartamento;Hayuelos;330000000,00
2;2;2;70,00;0,00;5;No definida;1 a 8 años;439.000;6.000.000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Los cedros;420000000,00
4;4;2;160,00;300,00;5;No definida;No definida;No definida;7.812.500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;Pontevedra;1250000000,00
2;1;0;40,00;40,00;4;Bueno;1 a 8 años;125.000;5.325.000;1;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Nueva Zelandia;213000000,00
2;2;1;54,00;54,00;3;Bueno;1 a 8 años;260.200;5.333.333,33;1;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;1;Apartamento;La Granja;288000000,00
3;2;1;68,00;68,00;4;Bueno;9 a 15 años;139.100;4.750.000;1;0;1;0;0;1;1;0;1;0;1;1;0;0;0;0;0;1;Apartamento;Pinos de Lombardia;323000000,00
3;3;2;143,00;137,00;5;No definida;más de 30 años;530.000;5.734.265,73;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;Casa;BATAN;820000000,00
3;2;1;62,00;62,00;4;Bueno;9 a 15 años;258.400;4.000.000;1;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;Apartamento;Tibabita;248000000,00
3;1;0;50,00;50,00;2;No definida;16 a 30 años;60;3.200.000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;Apartamento;engativa centro;160000000,00
2;2;1;53,00;53,00;3;Bueno;16 a 30 años;251.000;5.264.150,94;1;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Britalia;279000000,00
3;4;3;186,00;186,00;5;Bueno;16 a 30 años;830.000;6.924.731,18;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;Apartamento;La Calleja;1288000000,00
3;2;0;46,00;46,00;2;Bueno;9 a 15 años;151.000;4.413.043,48;1;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;EL VERBENAL;203000000,00
No definida;5;0;630,00;630,00;5;Bueno;más de 30 años;No definida;2.380.952,38;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Casa;El Contador;1500000000,00
4;2;0;74,00;74,00;2;Bueno;9 a 15 años;103.000;2.756.756,76;0;0;0;0;1;1;0;0;1;0;1;1;0;0;0;0;0;0;Casa;Tibabuyes;204000000,00
10;5;2;145,00;290,00;4;Bueno;más de 30 años;No definida;5.172.413,79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;Casa;Chapinero Alto;750000000,00
4;2;0;68,00;68,00;3;Bueno;16 a 30 años;85.000;3.352.941,18;0;0;0;0;1;1;0;0;1;0;1;1;0;0;0;0;0;0;Casa;Pinos de Lombardia;228000000,00
3;2;2;120,00;120,00;6;Remodelado;16 a 30 años;500.000;3.916.666,67;1;1;1;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;Apartamento;Santa Paula;470000000,00
3;2;1;85,00;85,00;4;No definida;16 a 30 años;383.000;3.764.705,88;0;1;1;1;0;0;0;0;1;0;1;1;0;0;0;1;0;0;Apartamento;Bogotá;320000000,00
2;2;1;66,87;58,00;5;Bueno;9 a 15 años;544.000;5.219.081,80;0;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0;1;Apartamento;Recodo Del Country;349000000,00
2;2;1;72,00;0,00;3;No definida;9 a 15 años;100.000;4.861.111,11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Colon;350000000,00
5;3;1;194,00;194,00;3;No definida;más de 30 años;No definida;2.628.865,98;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;1;0;0;Casa;Ponderosa;510000000,00
7;3;3;425,00;325,00;4;No definida;No definida;No definida;3.529.411,76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;San Martin;1500000000,00
2;3;2;100,00;100,00;6;No definida;9 a 15 años;680.000;7.700.000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Usaquén;770000000,00
3;2;0;45,00;45,00;3;No definida;No definida;No definida;3.444.444,44;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;Apartamento;Tintal;155000000,00
3;2;0;150,00;150,00;4;No definida;No definida;No definida;4.333.333,33;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;Casa;Suba;650000000,00
4;5;3;404,00;370,00;6;Excelente;16 a 30 años;2.916.000;10.891.089,11;1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;Apartamento;El Refugio;4400000000,00
3;5;2;251,00;251,00;6;Bueno;más de 30 años;1.700.000;6.573.705,18;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;Apartamento;Chapinero;1650000000,00
4;3;3;272,00;272,00;5;No definida;más de 30 años;100.000;6.617.647,06;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;Casa;Cedritos;1800000000,00
3;3;3;178,00;178,00;6;No definida;16 a 30 años;1.640.000;10.449.438,20;1;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;Apartamento;El Retiro;1860000000,00
3;3;3;143,00;132,00;5;Bueno;16 a 30 años;722.000;6.293.706,29;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;1;Apartamento;Lisboa;900000000,00
15;9;0;360,00;0,00;2;No definida;menor a 1 año;No definida;1.930.555,56;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;1;Casa;Ramajal (san pedro);695000000,00
2;3;1;76,00;76,00;5;Bueno;9 a 15 años;374.400;5.592.105,26;1;0;1;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;Apartamento;Cedritos;425000000,00
3;4;3;186,00;186,00;5;Bueno;16 a 30 años;830.000;6.924.731,18;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;Apartamento;La Calleja;1288000000,00
9;3;1;250,00;0,00;3;No definida;más de 30 años;No definida;2.720.000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;Florida Blanca;680000000,00
4;3;2;191,00;191,00;5;No definida;más de 30 años;100.000;4.345.549,74;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;Casa;Pontevedra;830000000,00
No definida;5;0;630,00;630,00;5;Bueno;más de 30 años;No definida;2.380.952,38;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Casa;El Contador;1500000000,00
3;2;1;62,00;62,00;4;Bueno;9 a 15 años;258.400;4.000.000;1;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;Apartamento;Tibabita;248000000,00
3;3;2;143,00;137,00;5;No definida;más de 30 años;530.000;5.734.265,73;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;Casa;BATAN;820000000,00
3;2;3;230,00;230,00;6;Bueno;16 a 30 años;1.178.000;6.521.739,13;1;0;1;0;0;1;1;1;0;1;1;0;0;0;0;0;0;0;Apartamento;Cerros de Sotileza;1500000000,00
3;2;0;46,00;46,00;2;Bueno;9 a 15 años;151.000;4.413.043,48;1;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;EL VERBENAL;203000000,00
4;2;1;144,00;144,00;2;Bueno;16 a 30 años;No definida;2.152.777,78;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;Casa;Alamos;310000000,00
2;3;1;88,00;0,00;3;No definida;No definida;No definida;3.068.181,82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Las ferias occidental;270000000,00
2;2;2;125,00;125,00;5;Bueno;16 a 30 años;1.300.000;7.360.000;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;1;Apartamento;Los Rosales;920000000,00
2;2;1;54,00;54,00;3;Bueno;1 a 8 años;260.200;5.333.333,33;1;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;1;Apartamento;La Granja;288000000,00
1;1;1;56,00;56,00;6;No definida;16 a 30 años;251.000;5.535.714,29;1;0;1;1;0;1;0;0;0;1;1;1;0;1;1;1;0;0;Apartamento;Chicó Alto;310000000,00
3;2;1;110,00;109,00;4;Bueno;más de 30 años;604.000;2.727.272,73;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;Apartamento;Cedritos;300000000,00
10;8;2;246,00;246,00;3;No definida;16 a 30 años;No definida;3.247.967,48;0;0;0;0;0;0;1;1;1;0;0;1;0;0;0;1;0;1;Casa;Los Pinos;799000000,00
4;3;2;125,60;119,50;4;No definida;más de 30 años;210.000;5.573.248,41;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;Casa;Los andes;700000000,00
3;4;3;350,00;350,00;6;No definida;16 a 30 años;1.300.000;4.285.714,29;1;1;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;1;Apartamento;Chicó;1500000000,00
3;2;1;115,00;86,00;4;Excelente;16 a 30 años;300.000;4.869.565,22;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;Apartamento;Modelo;560000000,00
2;1;1;37,00;0,00;3;No definida;9 a 15 años;183.200;6.756.756,76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Suba;250000000,00
3;3;3;241,00;241,00;6;Bueno;más de 30 años;1.330.740;5.767.634,85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Chicó Alto;1390000000,00
3;2;1;80,00;80,00;3;Bueno;16 a 30 años;No definida;5.375.000;1;0;1;1;0;0;1;0;1;0;0;0;0;0;1;0;0;1;Apartamento;Galerias;430000000,00
3;5;3;240,00;0,00;5;No definida;No definida;No definida;3.125.000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Puente largo;750000000,00
5;4;3;228,00;205,00;4;No definida;más de 30 años;No definida;3.508.771,93;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;Casa;San Luis;800000000,00
No definida;No definida;0;448,00;448,00;6;Bueno;más de 30 años;No definida;18.973.214,29;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;Casa;San Patricio;8500000000,00
3;2;2;102,00;102,00;5;Bueno;9 a 15 años;448.000;6.274.509,80;1;0;1;0;0;0;1;0;1;0;1;1;0;0;0;0;0;1;Apartamento;Provenza;640000000,00
3;3;2;115,00;115,00;6;Bueno;9 a 15 años;814.000;6.521.739,13;0;1;1;0;0;0;1;0;0;1;1;1;0;0;0;0;0;1;Apartamento;Santa Bárbara;750000000,00
3;4;3;420,00;420,00;6;Bueno;más de 30 años;No definida;7.619.047,62;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;El Refugio;3200000000,00
6;3;1;520,00;520,00;3;Bueno;más de 30 años;No definida;1.634.615,38;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;Casa;Santa Ana Sur;850000000,00
3;2;2;80,00;70,00;4;Bueno;9 a 15 años;320.000;4.975.000;1;0;0;0;0;1;1;0;1;0;0;1;0;0;0;1;0;0;Apartamento;Colinas de Suba;398000000,00
4;2;0;98,00;0,00;4;No definida;16 a 30 años;No definida;3.571.428,57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Quesada;350000000,00
3;2;2;103,00;103,00;5;Bueno;más de 30 años;745.000;7.087.378,64;1;0;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;Apartamento;El Retiro;730000000,00
4;2;0;110,00;105,00;3;No definida;9 a 15 años;No definida;2.090.909,09;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;Casa;El Poa;230000000,00
1;2;1;61,00;61,00;6;No definida;1 a 8 años;395.000;8.606.557,38;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;Apartamento;El Refugio;525000000,00
5;5;3;840,00;420,00;6;Bueno;más de 30 años;1.500.000;2.142.857,14;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;Casa;Sotileza;1800000000,00
2;1;1;56,00;56,00;3;No definida;más de 30 años;165.000;3.214.285,71;0;0;1;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;Apartamento;San Cristobal Norte;180000000,00
3;1;0;37,92;41,74;2;No definida;9 a 15 años;64.616;3.955.696,20;0;0;1;0;1;1;0;0;1;0;0;0;0;1;0;0;0;0;Apartamento;Villas del progreso;150000000,00
3;2;0;75,00;0,00;4;No definida;más de 30 años;519.000;6.000.000;1;0;0;1;0;0;0;0;1;1;1;1;0;1;0;0;0;0;Apartamento;Cedro Golf;450000000,00
2;2;2;75,00;70,00;5;No definida;más de 30 años;600.000;6.133.333,33;0;0;0;1;0;0;1;0;1;1;1;1;1;1;0;0;0;0;Apartamento;Cedritos;460000000,00
4;4;2;152,00;152,00;5;No definida;No definida;390.000;5.197.368,42;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Colina Campestre;790000000,00
3;4;2;131,00;131,00;6;No definida;9 a 15 años;810.000;6.603.053,44;1;1;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;Apartamento;Santa Paula;865000000,00
1;2;1;47,00;47,00;5;No definida;1 a 8 años;220.000;5.957.446,81;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;La Felicidad;280000000,00
3;3;2;278,00;278,00;4;Bueno;más de 30 años;120.000;2.949.640,29;0;0;1;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;Apartamento;Nueva Autopista;820000000,00
2;2;1;58,00;58,00;4;No definida;1 a 8 años;203.000;5.689.655,17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Santa Teresa;330000000,00
4;3;2;197,00;197,00;5;No definida;16 a 30 años;1.272.000;5.583.756,35;1;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;Apartamento;Nueva Autopista;1100000000,00
4;2;2;161,00;161,00;3;Bueno;más de 30 años;No definida;3.602.484,47;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;Casa;Marsella;580000000,00
3;2;1;69,00;0,00;4;No definida;9 a 15 años;200.000;5.072.463,77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Ferrocaja fontibon;350000000,00
3;1;0;94,00;94,00;2;No definida;16 a 30 años;No definida;2.446.808,51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;Tibabuyes;230000000,00
3;3;2;118,00;0,00;4;No definida;9 a 15 años;No definida;4.915.254,24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;Los andes;580000000,00
3;4;2;142,00;0,00;6;No definida;16 a 30 años;770.000;5.985.915,49;1;1;1;1;0;1;1;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Santa Bárbara;850000000,00
3;3;2;161,00;0,00;5;No definida;9 a 15 años;1.250.000;6.832.298,14;1;1;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;Apartamento;Santa Bárbara;1100000000,00
3;3;2;138,00;0,00;6;No definida;16 a 30 años;950.000;6.231.884,06;1;1;1;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;Apartamento;Los Rosales;860000000,00
3;3;2;97,00;0,00;5;No definida;9 a 15 años;938.000;9.690.721,65;1;1;1;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;Apartamento;Chicó;940000000,00
2;1;1;65,00;65,00;4;Bueno;más de 30 años;285.000;4.307.692,31;0;0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;Apartamento;Cedritos;280000000,00
3;4;2;257,00;257,00;5;No definida;más de 30 años;No definida;5.058.365,76;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;1;0;Casa;El Contador;1300000000,00
4;5;2;170,00;0,00;6;No definida;más de 30 años;730.000;5.470.588,24;0;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;Casa;Calleja Baja;930000000,00
3;2;1;54,00;54,00;4;No definida;1 a 8 años;230.000;4.629.629,63;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;Apartamento;Gran Granada;250000000,00
3;4;2;131,00;122,00;6;Bueno;9 a 15 años;810.000;6.603.053,44;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1;Apartamento;Santa Paula;865000000,00
2;1;1;63,00;63,00;4;No definida;más de 30 años;397.000;3.968.253,97;1;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;Apartamento;Cedro Golf;250000000,00
3;4;2;137,00;137,00;6;Bueno;9 a 15 años;657.000;5.109.489,05;1;1;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;Apartamento;Santa Paula;700000000,00
2;3;2;178,00;0,00;6;No definida;9 a 15 años;792.000;5.606.741,57;1;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;Apartamento;Chicó;998000000,00
4;3;2;205,00;205,00;5;Bueno;más de 30 años;250.000;4.463.414,63;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;Casa;Niza Cordoba;915000000,00
4;3;4;179,00;179,00;4;Bueno;más de 30 años;No definida;6.145.251,40;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;Casa;La Soledad;1100000000,00
1;2;2;80,00;80,00;5;Bueno;16 a 30 años;500.000;6.437.500;1;1;1;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;Apartamento;Santa Paula;515000000,00
2;3;3;118,00;0,00;5;No definida;1 a 8 años;700.000;7.194.915,25;1;1;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;Apartamento;Calleja Baja;849000000,00
3;3;1;76,00;76,00;4;No definida;más de 30 años;398.000;5.250.000;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;Apartamento;Cedritos;399000000,00
3;2;0;49,00;49,00;3;No definida;9 a 15 años;150.000;3.367.346,94;1;0;0;1;0;1;0;1;1;0;1;1;0;0;0;0;0;0;Apartamento;Castilla;165000000,00
3;2;1;102,00;102,00;5;Bueno;9 a 15 años;436.000;6.127.450,98;1;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;Apartamento;Provenza;625000000,00
1;1;0;32,00;32,00;5;Excelente;1 a 8 años;213.000;8.281.250;1;1;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;Apartamento;Nuevo Country;265000000,00
2;3;2;107,00;107,00;5;Excelente;más de 30 años;630.000;4.953.271,03;0;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;1;Apartamento;Bella Suiza;530000000,00
2;3;2;178,00;0,00;6;No definida;9 a 15 años;685.000;5.842.696,63;1;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;Apartamento;Calleja Baja;1040000000,00
3;3;2;134,00;0,00;5;No definida;9 a 15 años;490.000;6.492.537,31;1;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;Apartamento;Santa Ana;870000000,00
3;3;2;124,00;0,00;6;No definida;16 a 30 años;790.000;6.411.290,32;1;1;1;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;Apartamento;San Patricio;795000000,00
3;3;2;140,00;0,00;5;No definida;9 a 15 años;546.000;5.857.142,86;1;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;Apartamento;Calleja Baja;820000000,00
3;3;2;101,00;101,00;4;Bueno;16 a 30 años;393.000;5.623.762,38;1;1;1;1;0;1;0;0;1;1;0;0;0;1;0;0;0;1;Apartamento;Cedritos;568000000,00
4;4;2;206,00;206,00;6;Bueno;16 a 30 años;1.172.000;3.150.485,44;1;1;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;Apartamento;Santa barbara;649000000,00
3;2;0;60,00;0,00;2;No definida;menor a 1 año;80.000;2.500.000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Apartamento;Desarrollo puerto rico;150000000,00
3;4;4;250,00;250,00;5;No definida;más de 30 años;760.000;7.800.000;0;0;1;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;Casa;Usaquén;1950000000,00
7;2;1;192,00;0,00;1;No definida;9 a 15 años;No definida;1.145.833,33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Casa;Bellavista lucero alto;220000000,00
2;2;1;64,00;64,00;4;Bueno;1 a 8 años;203.000;5.156.250;0;0;1;0;0;1;1;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Santa Teresa;330000000,00
2;3;2;101,00;0,00;6;No definida;1 a 8 años;500.000;9.108.910,89;1;0;1;0;0;1;1;0;0;1;1;0;0;1;0;0;0;0;Apartamento;El Refugio;920000000,00
3;2;1;72,00;67,00;3;No definida;menor a 1 año;300.000;5.902.777,78;1;1;0;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;Apartamento;Ricaurte;425000000,00
4;4;2;160,00;0,00;6;Excelente;menor a 1 año;490.000;7.375.000;1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;Apartamento;Chicó Navarra;1180000000,00
4;4;3;298,00;0,00;5;No definida;más de 30 años;112.000;3.692.953,02;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;1;Casa;Niza;1100500000,00
3;2;2;120,00;0,00;5;Excelente;16 a 30 años;625.000;6.500.000;1;1;1;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;Apartamento;Lisboa;780000000,00
1;2;1;51,00;47,00;5;No definida;1 a 8 años;477.000;7.450.980,39;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;Apartamento;Santa barbara;380000000,00
3;2;1;70,00;70,00;3;Bueno;9 a 15 años;No definida;4.714.285,71;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;Apartamento;Portales Del Norte;330000000,00
3;2;1;56,00;53,00;3;No definida;16 a 30 años;250.000;4.625.000;0;1;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;Apartamento;Villa del prado;259000000,00
2;2;2;94,00;88,00;5;No definida;menor a 1 año;450.000.000;9.042.553,19;1;1;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;Apartamento;Pasadena;850000000,00
3;3;2;107,00;107,00;5;No definida;1 a 8 años;1.100.000;7.943.925,23;1;1;1;0;0;0;1;1;1;0;1;0;0;0;0;0;0;1;Apartamento;Molinos norte;850000000,00
3;2;1;72,00;65,00;3;Excelente;menor a 1 año;280.000;5.958.333,33;1;1;1;1;0;0;1;1;1;0;1;1;0;0;0;0;0;0;Apartamento;Ricaurte;429000000,00
2;4;2;144,00;135,00;6;No definida;1 a 8 años;500.000;8.333.333,33;1;1;1;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;Apartamento;Chicó Navarra;1200000000,00
2;2;1;74,00;67,00;5;No definida;16 a 30 años;320.000;4.797.297,30;1;1;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;1;Apartamento;Ginebra norte;355000000,00
2;1;0;54,00;51,00;3;Bueno;16 a 30 años;163.000;4.592.592,59;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;Apartamento;Hipotecho;248000000,00
3;4;2;144,00;0,00;6;No definida;16 a 30 años;660.000;5.902.777,78;1;1;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;Apartamento;Santa Bárbara;850000000,00
3;3;2;188,00;0,00;6;No definida;16 a 30 años;1.190.000;6.542.553,19;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;Apartamento;Chicó;1230000000,00
